R1,G1,B1,R2,G2,B2,Count,Norm,Norm_with_weight
239,225,192,222,222,206,18,10.309000652395401,9.67279858810819
104,92,102,173,160,127,18,24.05081983922057,4.50513280985019e-05
182,171,176,131,115,94,18,15.21409458713678,0.0012983744388133153
206,199,177,239,225,192,18,6.0551480003682014,0.9575355331325325
173,160,127,239,177,189,18,29.646110678456377,1.6872336318955827
131,115,94,211,124,143,18,34.57310553161282,1.518545653494652
120,109,104,245,125,127,18,45.53863764486073,0.025603943974824527
245,125,127,222,222,206,18,50.36005759590602,0.0035844360208224127
239,177,189,120,109,104,18,20.97375440212919,6.735806188243273e-08
245,125,127,165,140,132,18,39.94286331428893,19.638758907134573
239,177,189,165,148,123,18,25.451369098670877,0.15446740039715312
211,124,143,82,79,63,18,38.22431108965673,3.6708463492139533e-06
211,124,143,87,82,84,18,33.90076573221732,2.7889257253060498e-05
233,107,108,138,123,133,18,49.1308340057196,16.042974934810918
211,124,143,239,225,192,18,38.832269599179554,6.062213963551128e-06
87,82,84,239,177,189,18,22.070383205331648,2.945942729912358e-15
156,156,132,182,171,176,19,16.494429715422008,5.765497086764033
173,160,127,163,152,177,19,31.92007914910062,30.159822376356235
165,140,132,239,225,192,19,13.237472063509056,3.2678118518237406e-07
104,92,102,156,140,123,19,15.644795730390975,0.014284814475544293
239,225,192,206,199,177,19,6.0551480003682014,0.9575355331325325
239,225,192,147,136,110,19,2.414326171616784,1.02448636183409e-09
138,123,133,87,82,84,19,5.917755939706441,0.010223378724675195
182,171,176,255,255,255,19,4.977240009424913,2.5033007663841207e-07
165,148,123,138,123,133,19,19.61276439443594,3.964462715109812
138,123,133,233,107,108,19,49.1308340057196,16.042974934810918
156,156,132,211,124,143,19,41.085379730412235,38.242967900249496
187,179,149,173,82,119,19,47.68884525098107,9.972365783498254e-05
173,160,127,211,124,143,19,39.33530108625828,27.12025968436542
239,177,189,211,124,143,19,11.830507669864561,0.058886740644292536
173,82,119,112,100,87,19,40.79026418814986,28.80505688439152
239,177,189,156,140,123,19,22.787256282961486,0.017407356498531184
182,171,176,87,82,84,20,2.4930202509878554,2.4102543457231425e-11
187,179,149,147,136,110,20,2.101017850369189,0.013717109837811707
156,156,132,104,92,102,20,19.912670961413763,0.0003978987522858193
182,171,176,165,148,123,20,16.884566429101316,3.5432725789571338
138,123,133,156,140,123,20,15.269792235278938,7.4801849726496
163,152,177,255,255,255,20,14.562148591417776,1.6415973572800955e-10
255,255,255,182,171,176,20,4.977240009424913,2.5033007663841207e-07
187,179,149,165,140,132,20,13.363461152079475,0.5563110536278113
112,100,87,239,225,192,20,9.233512306251878,9.968122779193894e-19
203,189,203,131,115,94,20,19.736177772320833,1.3150074055776642e-06
120,109,104,163,152,177,20,16.81302060885704,0.03392965613868331
163,152,177,156,140,123,20,23.518718671227695,13.444038579731599
147,136,110,173,82,119,20,45.587948692315734,6.916562075101644
245,125,127,239,225,192,20,46.514894965853884,0.0006528121103050453
211,124,143,129,120,101,20,36.6065725042683,3.065297652138968
120,109,104,239,177,189,20,20.97375440212919,6.735806188243273e-08
194,106,132,239,177,189,20,13.738432110868848,0.0004921280324210062
194,106,132,165,140,132,20,30.532316245448225,19.48236206416124
194,106,132,156,156,132,20,43.690480135245544,11.258011931728069
194,106,132,165,148,123,20,38.40399099036519,15.866018363495415
82,79,63,194,106,132,20,40.69220196945669,0.0023642803569069674
104,92,102,156,156,132,21,19.912670961413763,0.0003978987522858193
129,120,101,104,92,102,21,17.008697118327014,2.096391158538864
206,199,177,206,199,177,21,0.0,0.0
129,120,101,182,171,176,21,13.684954853004275,0.0036678471156525957
129,120,101,163,152,177,21,24.831653880588604,0.5618416116305721
112,100,87,203,189,203,21,15.205969716734993,3.585652681709206e-10
82,79,63,147,136,110,21,5.791331848272115,8.665088278274295e-05
138,123,133,82,79,63,21,16.271168530825843,0.006448901710763676
131,115,94,239,225,192,21,5.084596139669937,2.906467814894089e-14
131,115,94,239,177,189,21,24.24513568795286,1.5427796559596687e-06
173,82,119,187,179,149,21,47.68884525098107,9.972365783498254e-05
245,125,127,173,160,127,21,46.60199916047574,46.600129481125435
194,106,132,120,109,104,21,34.70853609585082,7.782453667692168
131,115,94,194,106,132,21,37.375427043437995,17.499422197443362
165,140,132,211,124,143,21,28.098230820184707,26.693560953234048
194,106,132,82,79,63,21,40.69220196945669,0.0023642803569069674
156,140,123,239,177,189,21,22.787256282961486,0.017407356498531184
239,177,189,194,106,132,21,13.738432110868848,0.0004921280324210062
239,177,189,87,82,84,21,22.070383205331648,2.945942729912358e-15
165,148,123,211,124,143,21,35.51541294939703,35.44838904845441
222,222,206,104,92,102,22,15.197144524823274,3.324804848042743e-19
173,160,127,104,92,102,22,24.05081983922057,4.50513280985019e-05
147,136,110,187,179,149,22,2.101017850369189,0.013717109837811707
120,109,104,182,171,176,22,5.687793746775566,4.983596328142657e-05
187,179,149,239,222,222,22,16.331593456126544,0.05317590109835341
165,140,132,173,82,119,22,35.01289314511743,1.2146980526316815
187,179,149,239,225,192,22,2.2756654465520607,0.0070896146857616265
147,136,110,239,225,192,22,2.414326171616784,1.02448636183409e-09
87,82,84,194,106,132,22,35.54301159207921,0.010770466091434318
211,124,143,156,140,123,22,33.5630910616093,29.13343272857022
173,82,119,147,136,110,22,45.587948692315734,6.916562075101644
173,82,119,239,225,192,22,46.81750675550621,8.67381173386522e-15
233,107,108,211,124,143,22,22.871697586961808,22.271668433990907
245,125,127,165,148,123,22,44.01809762786287,31.71093377898234
239,177,189,173,82,119,22,18.084770619896393,9.809917866295119e-08
187,179,149,206,199,177,23,4.557465520818561,1.5313610673282176
138,123,133,165,148,123,23,19.61276439443594,3.964462715109812
203,189,203,87,82,84,23,6.929370528190967,9.90372820533691e-16
99,90,74,239,177,189,23,24.78326245475274,6.974059291542357e-13
87,82,84,211,124,143,23,33.90076573221732,2.7889257253060498e-05
203,189,203,173,82,119,23,33.932175360027,1.9336791279731975e-07
82,79,63,239,225,192,23,8.090461911782153,1.825214496606903e-27
233,107,108,203,189,203,23,50.34432124926673,0.11841170242279363
173,82,119,233,107,108,23,27.702855378029668,0.758646278554015
211,124,143,239,177,189,23,11.830507669864561,0.058886740644292536
206,199,177,147,136,110,24,3.7423804235230707,7.579503012836802e-05
255,255,255,104,92,102,24,7.877355843272896,1.4098177797712471e-30
165,140,132,206,199,177,24,10.242774953352631,0.00345835161142088
206,199,177,165,140,132,24,10.242774953352631,0.00345835161142088
203,189,203,247,152,156,24,33.968855482883825,18.705837266688672
82,79,63,182,171,176,24,12.922755272170624,7.131023177284327e-12
233,107,108,194,106,132,24,24.557699019477067,14.335242495523664
245,125,127,82,79,63,24,48.965851580383905,2.2711771244941098e-08
194,106,132,233,107,108,24,24.557699019477067,14.335242495523664
